Respondent_ID,Age_Group,City_Tier,Occupation,Monthly_Reading_Hours,Primary_Format,Reading_Motivation,Attention_Span,Aesthetic_Importance,Influence_Source,Design_Language,Comp_Tea_Coffee,Comp_Scented_Candle,Comp_Music,Comp_Snacks,Annotation_Style,Inv_Kindle,Inv_Reading_Light,Inv_Bookmarks,Inv_Scented_Candles,Inv_Planner,Favorite_Genre,Gifting_Frequency,Monthly_Lifestyle_Spend,Price_Threshold_Cheap,Price_Threshold_Expensive,Coffee_Benchmark,Customization_Premium,Eco_Importance,Material_Preference,AI_Trust,Subscription_Interest,Final_Intent
RESP_1275,18-24,Tier 1,Student,3,E-books/Kindle,Learn/Grow,<15m,2,Peer Recommendations,Minimalist/Modern,1,0,1,1,Digital Notes,1,0,0,0,1,Thriller/Mystery,4-6,6222,686,3054,Yes,Yes,4,Metallic,No,Monthly Surprise Box,No
RESP_1276,18-24,Tier 1,Other,9,Physical Books,Escape/Relax,15-30m,1,Bestseller Lists,Minimalist/Modern,1,0,1,1,Digital Notes,0,0,1,0,0,Thriller/Mystery,1-3,9318,783,2726,Yes,Yes,1,Metallic,Yes,One-time Purchase,No
RESP_1277,18-24,Tier 2,Corporate,12,Hybrid,Social Status,15-30m,5,Social Media/Influencers,Dark Academia/Vintage,0,1,1,1,Digital Notes,1,1,1,1,1,Self-Help,4-6,4692,534,2206,No,Yes,3,Recycled Wood,No,Monthly Surprise Box,Yes
RESP_1278,35+,Tier 2,Student,14,Audiobooks,Escape/Relax,30-60m,1,Bestseller Lists,Minimalist/Modern,0,0,1,0,None,1,1,0,0,0,Thriller/Mystery,0,2963,621,2111,No,Yes,2,Genuine Leather,No,One-time Purchase,No
RESP_1279,25-34,Tier 3,Corporate,16,E-books/Kindle,Escape/Relax,<15m,4,Social Media/Influencers,Traditional Indian/Ikat,1,0,1,1,Sticky Tabs,1,0,1,0,1,Self-Help,0,3303,648,2295,No,Yes,2,Genuine Leather,No,One-time Purchase,Yes
RESP_1280,35+,Tier 1,Other,3,Hybrid,Social Status,<15m,2,Bestseller Lists,Minimalist/Modern,1,0,0,1,Sticky Tabs,0,0,0,0,1,Sci-Fi,1-3,6553,748,3284,Yes,Yes,4,Handloom Fabric,Yes,One-time Purchase,No
RESP_1281,25-34,Tier 1,Student,8,Audiobooks,Learn/Grow,15-30m,4,Peer Recommendations,Dark Academia/Vintage,1,1,1,0,Dog-ear,1,0,0,1,0,Sci-Fi,4-6,9276,959,3366,Yes,Yes,3,Metallic,Yes,Monthly Surprise Box,Yes
RESP_1282,25-34,Tier 1,Student,6,E-books/Kindle,Learn/Grow,15-30m,3,Social Media/Influencers,Minimalist/Modern,1,0,0,1,None,1,0,0,1,0,Self-Help,1-3,13204,886,3235,Yes,Yes,4,Handloom Fabric,No,Monthly Surprise Box,Maybe
RESP_1283,18-24,Tier 2,Creative/Freelancer,11,Physical Books,Escape/Relax,15-30m,1,Social Media/Influencers,Minimalist/Modern,1,0,0,0,None,0,0,1,0,0,Self-Help,0,2976,535,2337,No,No,4,Recycled Wood,No,One-time Purchase,No
RESP_1284,25-34,Tier 1,Student,5,E-books/Kindle,Escape/Relax,30-60m,4,Bestseller Lists,Dark Academia/Vintage,0,1,0,1,Digital Notes,1,1,0,1,1,Romance,1-3,5429,514,2470,Yes,Yes,4,Genuine Leather,Yes,Monthly Surprise Box,Maybe
RESP_1285,25-34,Tier 2,Student,7,Audiobooks,Learn/Grow,<15m,5,Peer Recommendations,Traditional Indian/Ikat,0,1,1,0,Dog-ear,0,1,0,1,0,Sci-Fi,7+,2873,570,2590,No,Yes,4,Handloom Fabric,No,Monthly Surprise Box,Yes
RESP_1286,18-24,Tier 2,Corporate,10,E-books/Kindle,Escape/Relax,15-30m,1,Bestseller Lists,Minimalist/Modern,1,1,1,0,None,1,0,0,1,1,Sci-Fi,1-3,4203,660,3107,No,No,2,Recycled Wood,Yes,One-time Purchase,No
RESP_1287,25-34,Tier 1,Corporate,10,Physical Books,Learn/Grow,15-30m,2,Social Media/Influencers,Minimalist/Modern,1,0,1,0,None,0,0,0,1,1,Romance,1-3,7945,830,3367,Yes,No,3,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_1288,35+,Tier 1,Corporate,5,Physical Books,Learn/Grow,<15m,1,Social Media/Influencers,Minimalist/Modern,1,0,1,0,Dog-ear,0,0,1,0,1,Romance,1-3,8684,649,2736,Yes,No,3,Handloom Fabric,Yes,One-time Purchase,No
RESP_1289,35+,Tier 1,Corporate,5,Physical Books,Digital Detox,15-30m,5,Peer Recommendations,Traditional Indian/Ikat,1,1,0,0,Digital Notes,0,0,1,1,1,Self-Help,4-6,4749,616,2193,No,Yes,3,Genuine Leather,Yes,Monthly Surprise Box,Yes
RESP_1290,25-34,Tier 1,Student,11,E-books/Kindle,Social Status,15-30m,3,Bestseller Lists,Minimalist/Modern,1,0,1,0,Digital Notes,1,1,0,0,0,Romance,0,13549,1002,3418,Yes,No,3,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_1291,25-34,Tier 3,Creative/Freelancer,12,Hybrid,Escape/Relax,<15m,4,Peer Recommendations,Dark Academia/Vintage,1,1,0,0,Dog-ear,1,0,0,1,1,Thriller/Mystery,1-3,1373,505,2699,No,Yes,4,Metallic,Yes,One-time Purchase,Yes
RESP_1292,18-24,Tier 1,Corporate,9,Physical Books,Digital Detox,30-60m,1,Social Media/Influencers,Minimalist/Modern,1,0,1,0,Sticky Tabs,0,0,0,0,1,Self-Help,7+,4400,659,3063,No,No,1,Recycled Wood,No,Monthly Surprise Box,No
RESP_1293,18-24,Tier 1,Student,4,E-books/Kindle,Escape/Relax,15-30m,4,Peer Recommendations,Traditional Indian/Ikat,0,1,1,1,Digital Notes,1,0,0,1,1,Self-Help,7+,8072,622,2842,Yes,Yes,2,Metallic,No,Monthly Surprise Box,Yes
RESP_1294,18-24,Tier 3,Other,8,Hybrid,Escape/Relax,30-60m,1,Bestseller Lists,Minimalist/Modern,1,1,0,0,None,1,0,1,1,1,Mythology/History,7+,2334,417,1621,No,Yes,2,Genuine Leather,No,Monthly Surprise Box,Maybe
RESP_1295,25-34,Tier 1,Corporate,12,E-books/Kindle,Digital Detox,30-60m,2,Social Media/Influencers,Minimalist/Modern,1,0,0,0,Digital Notes,1,0,0,1,1,Romance,4-6,7654,726,2564,Yes,Yes,5,Recycled Wood,Yes,Monthly Surprise Box,No
RESP_1296,25-34,Tier 2,Corporate,14,Audiobooks,Social Status,30-60m,5,Social Media/Influencers,Dark Academia/Vintage,1,1,0,0,Dog-ear,0,1,1,1,1,Sci-Fi,4-6,2738,362,2264,No,Yes,4,Handloom Fabric,No,One-time Purchase,Yes
RESP_1297,35+,Tier 1,Corporate,6,Audiobooks,Escape/Relax,15-30m,4,Bestseller Lists,Dark Academia/Vintage,0,0,0,0,Digital Notes,0,0,1,0,1,Mythology/History,4-6,4307,620,2996,No,Yes,3,Metallic,Yes,Monthly Surprise Box,Yes
RESP_1298,25-34,Tier 1,Creative/Freelancer,6,Audiobooks,Escape/Relax,30-60m,2,Peer Recommendations,Minimalist/Modern,0,0,1,1,Digital Notes,1,0,0,0,0,Sci-Fi,0,9890,695,2997,Yes,Yes,1,Genuine Leather,No,One-time Purchase,Yes
RESP_1299,25-34,Tier 2,Other,11,E-books/Kindle,Escape/Relax,30-60m,4,Peer Recommendations,Traditional Indian/Ikat,1,1,1,0,Sticky Tabs,1,0,0,1,0,Sci-Fi,0,4830,539,2348,No,Yes,1,Recycled Wood,Yes,One-time Purchase,Maybe
RESP_1300,18-24,Tier 1,Student,9,Physical Books,Digital Detox,<15m,5,Peer Recommendations,Dark Academia/Vintage,0,1,0,1,Digital Notes,0,1,0,1,1,Thriller/Mystery,0,11366,1024,3857,Yes,Yes,4,Metallic,Yes,One-time Purchase,Maybe
RESP_1301,25-34,Tier 3,Corporate,9,Physical Books,Escape/Relax,<15m,3,Peer Recommendations,Minimalist/Modern,1,1,1,1,Sticky Tabs,1,0,1,1,1,Thriller/Mystery,1-3,1991,438,2182,No,No,3,Metallic,No,Monthly Surprise Box,No
RESP_1302,18-24,Tier 1,Student,9,Physical Books,Escape/Relax,15-30m,4,Bestseller Lists,Dark Academia/Vintage,1,0,0,0,Sticky Tabs,0,0,1,0,1,Mythology/History,0,12737,1045,3484,Yes,Yes,2,Handloom Fabric,Yes,One-time Purchase,Maybe
RESP_1303,35+,Tier 3,Student,7,Physical Books,Learn/Grow,30-60m,2,Bestseller Lists,Minimalist/Modern,1,0,0,1,Dog-ear,1,0,1,0,1,Self-Help,1-3,2504,327,2228,No,No,3,Metallic,No,One-time Purchase,No
RESP_1304,25-34,Tier 1,Other,7,Physical Books,Learn/Grow,15-30m,5,Social Media/Influencers,Dark Academia/Vintage,1,1,0,1,Dog-ear,0,1,0,1,1,Sci-Fi,1-3,4716,571,2467,No,Yes,1,Metallic,No,One-time Purchase,No
RESP_1305,18-24,Tier 2,Corporate,11,E-books/Kindle,Learn/Grow,15-30m,4,Peer Recommendations,Dark Academia/Vintage,1,1,0,1,Sticky Tabs,1,0,0,1,1,Self-Help,7+,3970,683,2282,No,Yes,4,Metallic,No,Monthly Surprise Box,Maybe
RESP_1306,25-34,Tier 2,Corporate,7,Physical Books,Digital Detox,1hr+,5,Bestseller Lists,Dark Academia/Vintage,1,1,1,1,Sticky Tabs,0,1,1,1,1,Mythology/History,1-3,9757,872,2997,Yes,Yes,5,Genuine Leather,Yes,One-time Purchase,Maybe
RESP_1307,25-34,Tier 3,Corporate,8,Audiobooks,Social Status,15-30m,1,Bestseller Lists,Minimalist/Modern,1,0,1,0,Dog-ear,0,0,0,0,1,Thriller/Mystery,4-6,2482,426,1818,No,Yes,5,Genuine Leather,No,Monthly Surprise Box,Maybe
RESP_1308,18-24,Tier 1,Corporate,10,Audiobooks,Digital Detox,30-60m,3,Social Media/Influencers,Minimalist/Modern,1,0,1,0,None,0,0,0,0,1,Romance,1-3,4792,726,2948,No,No,5,Handloom Fabric,No,One-time Purchase,No
RESP_1309,35+,Tier 1,Corporate,7,Audiobooks,Learn/Grow,15-30m,5,Bestseller Lists,Traditional Indian/Ikat,1,0,1,0,Digital Notes,0,0,1,0,1,Thriller/Mystery,0,153956,463,1871,No,Yes,4,Metallic,No,One-time Purchase,No
RESP_1310,18-24,Tier 2,Corporate,19,Audiobooks,Learn/Grow,30-60m,2,Bestseller Lists,Minimalist/Modern,1,0,0,0,None,0,0,0,0,1,Romance,1-3,5052,525,2782,Yes,Yes,5,Genuine Leather,Yes,One-time Purchase,Yes
RESP_1311,35+,Tier 2,Other,5,Physical Books,Learn/Grow,<15m,3,Social Media/Influencers,Minimalist/Modern,1,1,0,1,Digital Notes,1,0,1,1,0,Romance,4-6,4070,441,2509,No,No,2,Genuine Leather,No,One-time Purchase,No
RESP_1312,25-34,Tier 1,Student,4,Hybrid,Escape/Relax,<15m,2,Peer Recommendations,Minimalist/Modern,1,0,0,0,None,1,0,0,0,1,Romance,1-3,5226,477,2451,Yes,Yes,5,Metallic,No,One-time Purchase,No
RESP_1313,25-34,Tier 1,Creative/Freelancer,7,Hybrid,Social Status,15-30m,3,Social Media/Influencers,Minimalist/Modern,1,0,1,0,None,1,0,1,0,1,Mythology/History,7+,4529,484,1718,No,No,3,Genuine Leather,Yes,One-time Purchase,No
RESP_1314,18-24,Tier 2,Creative/Freelancer,9,Physical Books,Digital Detox,1hr+,4,Social Media/Influencers,Dark Academia/Vintage,1,1,0,1,Digital Notes,1,1,1,1,0,Thriller/Mystery,1-3,3712,436,1714,No,Yes,3,Genuine Leather,Yes,One-time Purchase,No
RESP_1315,18-24,Tier 3,Corporate,7,Audiobooks,Digital Detox,15-30m,2,Bestseller Lists,Minimalist/Modern,1,0,1,1,None,0,0,1,0,1,Self-Help,1-3,2049,305,1585,No,Yes,1,Metallic,No,One-time Purchase,Maybe
RESP_1316,25-34,Tier 1,Creative/Freelancer,11,Physical Books,Social Status,15-30m,5,Social Media/Influencers,Dark Academia/Vintage,1,1,1,0,Dog-ear,0,1,1,1,0,Thriller/Mystery,0,9670,904,3471,Yes,Yes,2,Handloom Fabric,Yes,Monthly Surprise Box,Maybe
RESP_1317,25-34,Tier 1,Creative/Freelancer,16,Audiobooks,Escape/Relax,30-60m,3,Bestseller Lists,Minimalist/Modern,1,0,1,0,Sticky Tabs,0,0,0,0,1,Sci-Fi,1-3,13553,1141,3648,Yes,No,1,Metallic,No,One-time Purchase,No
RESP_1318,25-34,Tier 2,Creative/Freelancer,12,Physical Books,Learn/Grow,15-30m,2,Social Media/Influencers,Minimalist/Modern,0,0,1,0,Digital Notes,0,0,1,0,0,Thriller/Mystery,1-3,5735,494,1946,Yes,Yes,1,Metallic,Yes,One-time Purchase,Maybe
RESP_1319,25-34,Tier 2,Corporate,10,Physical Books,Learn/Grow,30-60m,1,Peer Recommendations,Minimalist/Modern,1,0,0,0,Digital Notes,0,0,1,0,1,Mythology/History,0,6649,628,2849,Yes,No,2,Recycled Wood,No,One-time Purchase,No
RESP_1320,25-34,Tier 1,Corporate,10,E-books/Kindle,Social Status,30-60m,4,Social Media/Influencers,Traditional Indian/Ikat,1,0,1,0,Digital Notes,1,0,0,0,1,Thriller/Mystery,0,8730,759,3378,Yes,Yes,1,Recycled Wood,Yes,One-time Purchase,Maybe
RESP_1321,25-34,Tier 1,Creative/Freelancer,10,Physical Books,Escape/Relax,15-30m,2,Social Media/Influencers,Minimalist/Modern,1,1,0,1,Sticky Tabs,0,0,0,1,0,Thriller/Mystery,7+,10740,959,2931,Yes,No,1,Genuine Leather,No,One-time Purchase,No
RESP_1322,25-34,Tier 1,Student,10,Audiobooks,Escape/Relax,15-30m,5,Bestseller Lists,Dark Academia/Vintage,1,0,1,0,Digital Notes,1,0,0,0,0,Thriller/Mystery,1-3,104133,641,2721,No,Yes,2,Metallic,Yes,Monthly Surprise Box,No
RESP_1323,35+,Tier 1,Creative/Freelancer,9,Physical Books,Digital Detox,30-60m,1,Bestseller Lists,Minimalist/Modern,0,0,0,0,Sticky Tabs,0,0,1,0,0,Self-Help,7+,5183,563,2454,Yes,No,2,Genuine Leather,Yes,Monthly Surprise Box,No
RESP_1324,35+,Tier 3,Student,8,Audiobooks,Escape/Relax,15-30m,4,Bestseller Lists,Dark Academia/Vintage,0,0,0,0,Sticky Tabs,0,0,1,0,0,Thriller/Mystery,1-3,185028,524,2284,No,Yes,4,Recycled Wood,No,Monthly Surprise Box,No
RESP_1325,25-34,Tier 1,Student,8,Hybrid,Learn/Grow,15-30m,1,Social Media/Influencers,Minimalist/Modern,1,0,0,0,Sticky Tabs,1,0,0,0,0,Thriller/Mystery,1-3,28091,1675,5638,Yes,No,1,Genuine Leather,Yes,Monthly Surprise Box,No
RESP_1326,35+,Tier 3,Student,100,Physical Books,Escape/Relax,<15m,2,Peer Recommendations,Minimalist/Modern,1,0,0,0,Digital Notes,0,0,1,1,0,Thriller/Mystery,1-3,2093,418,2119,No,No,2,Handloom Fabric,No,One-time Purchase,No
RESP_1327,25-34,Tier 2,Student,10,Audiobooks,Social Status,30-60m,1,Social Media/Influencers,Minimalist/Modern,1,0,1,0,Dog-ear,1,0,1,0,0,Self-Help,7+,5198,586,2218,Yes,Yes,5,Handloom Fabric,Yes,Monthly Surprise Box,Maybe
RESP_1328,18-24,Tier 1,Corporate,4,E-books/Kindle,Escape/Relax,30-60m,4,Peer Recommendations,Traditional Indian/Ikat,0,0,1,1,Digital Notes,1,0,0,0,1,Romance,4-6,5642,551,2258,Yes,Yes,5,Handloom Fabric,No,One-time Purchase,Maybe
RESP_1329,18-24,Tier 2,Student,7,E-books/Kindle,Escape/Relax,<15m,2,Social Media/Influencers,Minimalist/Modern,0,0,0,1,Sticky Tabs,1,1,0,0,0,Sci-Fi,1-3,5262,571,2415,Yes,Yes,2,Genuine Leather,Yes,Monthly Surprise Box,Maybe
RESP_1330,25-34,Tier 1,Other,9,Physical Books,Learn/Grow,30-60m,2,Social Media/Influencers,Minimalist/Modern,1,0,1,0,Dog-ear,0,1,1,1,0,Romance,0,14340,1033,3492,Yes,No,5,Recycled Wood,No,One-time Purchase,No
RESP_1331,25-34,Tier 3,Corporate,8,Audiobooks,Digital Detox,30-60m,3,Bestseller Lists,Minimalist/Modern,0,0,0,1,Sticky Tabs,1,0,0,0,1,Self-Help,7+,1694,483,2452,No,No,4,Handloom Fabric,No,One-time Purchase,No
RESP_1332,18-24,Tier 1,Creative/Freelancer,11,Physical Books,Digital Detox,<15m,1,Peer Recommendations,Minimalist/Modern,1,1,1,1,None,0,1,1,1,0,Mythology/History,1-3,7447,863,3624,Yes,No,2,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_1333,35+,Tier 3,Corporate,8,Physical Books,Escape/Relax,15-30m,2,Bestseller Lists,Minimalist/Modern,0,1,0,1,Digital Notes,0,0,0,1,1,Romance,1-3,2821,538,2733,No,No,1,Recycled Wood,Yes,One-time Purchase,No
RESP_1334,25-34,Tier 1,Other,7,E-books/Kindle,Digital Detox,30-60m,3,Social Media/Influencers,Minimalist/Modern,1,0,1,0,Sticky Tabs,1,0,0,0,0,Mythology/History,7+,5749,617,2491,Yes,No,3,Metallic,No,Monthly Surprise Box,No
RESP_1335,25-34,Tier 1,Corporate,12,Hybrid,Social Status,15-30m,4,Social Media/Influencers,Traditional Indian/Ikat,0,1,1,1,None,1,0,0,1,1,Romance,4-6,7876,632,2151,Yes,Yes,3,Handloom Fabric,Yes,Monthly Surprise Box,Maybe
RESP_1336,18-24,Tier 1,Corporate,11,E-books/Kindle,Learn/Grow,30-60m,3,Bestseller Lists,Minimalist/Modern,1,0,0,0,Sticky Tabs,1,0,1,1,1,Thriller/Mystery,1-3,7085,777,2454,Yes,Yes,3,Recycled Wood,Yes,One-time Purchase,Maybe
RESP_1337,35+,Tier 2,Student,100,Audiobooks,Escape/Relax,15-30m,2,Bestseller Lists,Minimalist/Modern,1,0,1,0,Digital Notes,0,0,0,0,0,Romance,0,4136,537,2622,No,Yes,2,Handloom Fabric,No,One-time Purchase,Maybe
RESP_1338,25-34,Tier 3,Creative/Freelancer,9,Physical Books,Digital Detox,15-30m,2,Social Media/Influencers,Minimalist/Modern,0,1,1,0,None,0,1,0,1,0,Mythology/History,7+,3295,626,2835,No,Yes,1,Metallic,No,Monthly Surprise Box,Maybe
RESP_1339,18-24,Tier 3,Other,6,E-books/Kindle,Escape/Relax,1hr+,2,Social Media/Influencers,Minimalist/Modern,1,0,0,0,Digital Notes,1,0,1,0,0,Romance,0,2345,575,2381,No,No,1,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_1340,18-24,Tier 2,Student,14,E-books/Kindle,Social Status,<15m,5,Peer Recommendations,Dark Academia/Vintage,1,0,0,0,Digital Notes,0,1,0,0,0,Mythology/History,0,3328,381,2175,No,Yes,1,Handloom Fabric,No,Monthly Surprise Box,Maybe
RESP_1341,18-24,Tier 1,Creative/Freelancer,12,E-books/Kindle,Social Status,1hr+,3,Peer Recommendations,Minimalist/Modern,1,0,1,0,None,0,1,0,0,0,Sci-Fi,1-3,15724,1243,4208,Yes,No,1,Genuine Leather,No,Monthly Surprise Box,Maybe
RESP_1342,25-34,Tier 2,Student,11,Hybrid,Digital Detox,15-30m,1,Peer Recommendations,Minimalist/Modern,0,1,1,1,Dog-ear,1,0,0,1,1,Sci-Fi,1-3,2991,521,2190,No,Yes,2,Handloom Fabric,No,Monthly Surprise Box,No
RESP_1343,25-34,Tier 3,Student,11,Audiobooks,Escape/Relax,30-60m,1,Social Media/Influencers,Minimalist/Modern,0,0,0,0,Digital Notes,0,0,0,0,0,Thriller/Mystery,1-3,145653,582,2698,No,Yes,5,Genuine Leather,Yes,Monthly Surprise Box,No
RESP_1344,25-34,Tier 2,Student,16,Audiobooks,Social Status,15-30m,5,Bestseller Lists,Dark Academia/Vintage,0,1,1,0,None,0,1,0,1,1,Self-Help,1-3,139276,588,2572,No,Yes,5,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_1345,35+,Tier 1,Student,6,Physical Books,Learn/Grow,30-60m,1,Bestseller Lists,Minimalist/Modern,1,0,1,0,None,0,0,1,0,1,Romance,1-3,6688,649,2492,Yes,No,3,Metallic,No,One-time Purchase,No
RESP_1346,25-34,Tier 1,Corporate,12,Physical Books,Escape/Relax,15-30m,4,Social Media/Influencers,Traditional Indian/Ikat,1,1,0,0,Sticky Tabs,1,0,1,1,1,Mythology/History,4-6,9484,830,2674,Yes,Yes,4,Handloom Fabric,Yes,One-time Purchase,Maybe
RESP_1347,35+,Tier 1,Student,7,Physical Books,Escape/Relax,15-30m,4,Social Media/Influencers,Traditional Indian/Ikat,1,0,1,1,Sticky Tabs,1,1,1,0,1,Mythology/History,4-6,9708,834,2936,Yes,Yes,5,Metallic,No,Monthly Surprise Box,Yes
RESP_1348,18-24,Tier 2,Student,100,Hybrid,Escape/Relax,15-30m,4,Bestseller Lists,Traditional Indian/Ikat,1,1,0,1,Digital Notes,1,0,0,1,0,Mythology/History,1-3,4195,683,3114,No,Yes,2,Metallic,No,Monthly Surprise Box,Maybe
RESP_1349,18-24,Tier 3,Student,8,E-books/Kindle,Digital Detox,15-30m,3,Peer Recommendations,Minimalist/Modern,1,0,1,0,Sticky Tabs,0,0,1,0,0,Mythology/History,1-3,6547,531,2814,Yes,No,5,Metallic,No,One-time Purchase,No
RESP_1350,25-34,Tier 1,Corporate,13,Physical Books,Social Status,15-30m,5,Social Media/Influencers,Dark Academia/Vintage,1,1,1,0,Dog-ear,0,1,1,1,1,Thriller/Mystery,1-3,6752,600,2242,Yes,Yes,5,Recycled Wood,Yes,One-time Purchase,Yes
RESP_1351,18-24,Tier 1,Corporate,8,Physical Books,Learn/Grow,<15m,5,Bestseller Lists,Traditional Indian/Ikat,1,1,1,1,Dog-ear,0,1,0,1,1,Thriller/Mystery,1-3,8130,865,3651,Yes,Yes,1,Genuine Leather,No,One-time Purchase,Yes
RESP_1352,18-24,Tier 1,Creative/Freelancer,15,E-books/Kindle,Learn/Grow,1hr+,3,Social Media/Influencers,Minimalist/Modern,1,0,1,0,Digital Notes,1,0,1,1,0,Romance,1-3,5852,601,2805,Yes,Yes,3,Recycled Wood,Yes,Monthly Surprise Box,Maybe
RESP_1353,18-24,Tier 1,Corporate,8,E-books/Kindle,Learn/Grow,30-60m,3,Bestseller Lists,Minimalist/Modern,1,0,1,1,Digital Notes,1,1,1,0,1,Romance,4-6,5178,523,2718,Yes,No,2,Genuine Leather,No,Monthly Surprise Box,No
RESP_1354,35+,Tier 1,Creative/Freelancer,5,Physical Books,Escape/Relax,15-30m,5,Peer Recommendations,Dark Academia/Vintage,1,0,0,1,Dog-ear,0,0,1,0,0,Thriller/Mystery,1-3,6915,580,2188,Yes,Yes,4,Metallic,No,One-time Purchase,Maybe
RESP_1355,18-24,Tier 1,Creative/Freelancer,100,Hybrid,Social Status,<15m,1,Bestseller Lists,Minimalist/Modern,1,0,1,0,Digital Notes,1,1,0,1,0,Mythology/History,1-3,11418,991,3155,Yes,No,2,Handloom Fabric,No,One-time Purchase,No
RESP_1356,35+,Tier 2,Creative/Freelancer,11,Physical Books,Social Status,30-60m,3,Social Media/Influencers,Minimalist/Modern,1,0,0,0,Sticky Tabs,0,0,1,1,0,Thriller/Mystery,7+,160363,547,2065,No,No,1,Genuine Leather,No,Monthly Surprise Box,No
RESP_1357,25-34,Tier 1,Corporate,11,Hybrid,Escape/Relax,30-60m,2,Bestseller Lists,Minimalist/Modern,1,0,1,0,Digital Notes,0,0,0,0,1,Thriller/Mystery,1-3,4251,526,2308,No,No,3,Recycled Wood,Yes,One-time Purchase,No
RESP_1358,35+,Tier 2,Student,6,Audiobooks,Escape/Relax,<15m,5,Bestseller Lists,Traditional Indian/Ikat,0,1,1,0,Sticky Tabs,1,1,1,1,1,Romance,4-6,4097,698,2308,No,Yes,4,Genuine Leather,Yes,One-time Purchase,Yes
RESP_1359,18-24,Tier 1,Other,4,E-books/Kindle,Learn/Grow,<15m,4,Social Media/Influencers,Dark Academia/Vintage,1,1,1,0,Dog-ear,0,1,1,1,0,Thriller/Mystery,0,6295,779,2498,Yes,Yes,4,Metallic,No,Monthly Surprise Box,Maybe
RESP_1360,25-34,Tier 1,Student,5,Physical Books,Learn/Grow,30-60m,3,Bestseller Lists,Minimalist/Modern,1,0,1,0,Dog-ear,0,0,1,1,0,Sci-Fi,0,12324,858,2909,Yes,Yes,2,Genuine Leather,Yes,Monthly Surprise Box,No
RESP_1361,18-24,Tier 1,Creative/Freelancer,8,Hybrid,Social Status,<15m,2,Social Media/Influencers,Minimalist/Modern,0,0,0,0,Digital Notes,1,1,1,0,1,Romance,1-3,5502,527,2257,Yes,No,2,Genuine Leather,No,One-time Purchase,No
RESP_1362,18-24,Tier 2,Creative/Freelancer,10,E-books/Kindle,Social Status,1hr+,2,Peer Recommendations,Minimalist/Modern,0,0,0,1,Digital Notes,0,0,0,0,0,Mythology/History,4-6,7257,699,2414,Yes,No,2,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_1363,25-34,Tier 3,Student,10,E-books/Kindle,Digital Detox,15-30m,4,Social Media/Influencers,Traditional Indian/Ikat,1,0,0,0,Sticky Tabs,1,0,0,0,0,Sci-Fi,0,10614,751,3348,Yes,Yes,2,Handloom Fabric,No,One-time Purchase,Maybe
RESP_1364,25-34,Tier 2,Corporate,15,E-books/Kindle,Social Status,1hr+,3,Peer Recommendations,Minimalist/Modern,1,0,1,0,Dog-ear,1,0,1,0,1,Mythology/History,4-6,4503,441,2476,No,Yes,2,Handloom Fabric,No,Monthly Surprise Box,Maybe
RESP_1365,25-34,Tier 2,Other,11,E-books/Kindle,Digital Detox,15-30m,5,Social Media/Influencers,Dark Academia/Vintage,1,1,1,0,None,1,0,1,1,1,Romance,1-3,2441,323,1460,No,Yes,3,Genuine Leather,No,Monthly Surprise Box,Yes
RESP_1366,18-24,Tier 1,Corporate,2,E-books/Kindle,Learn/Grow,1hr+,2,Peer Recommendations,Minimalist/Modern,0,0,0,0,Dog-ear,1,0,1,0,1,Mythology/History,0,5458,678,2513,Yes,Yes,4,Genuine Leather,Yes,One-time Purchase,No
RESP_1367,25-34,Tier 2,Student,11,E-books/Kindle,Escape/Relax,30-60m,3,Social Media/Influencers,Minimalist/Modern,1,0,0,1,Sticky Tabs,1,0,0,0,0,Thriller/Mystery,0,3658,638,2342,No,No,3,Genuine Leather,No,Monthly Surprise Box,No
RESP_1368,25-34,Tier 1,Student,11,Physical Books,Learn/Grow,15-30m,3,Bestseller Lists,Minimalist/Modern,1,0,0,0,None,1,0,0,1,0,Mythology/History,1-3,12355,825,2627,Yes,No,3,Genuine Leather,No,One-time Purchase,No
RESP_1369,25-34,Tier 2,Student,7,Physical Books,Digital Detox,30-60m,4,Peer Recommendations,Dark Academia/Vintage,0,1,0,1,Digital Notes,0,0,1,1,0,Sci-Fi,1-3,4959,684,3015,No,Yes,4,Recycled Wood,No,One-time Purchase,Maybe
RESP_1370,18-24,Tier 1,Corporate,8,Hybrid,Social Status,1hr+,4,Social Media/Influencers,Dark Academia/Vintage,1,1,1,0,Sticky Tabs,1,1,1,1,1,Self-Help,1-3,5041,720,2521,Yes,Yes,5,Metallic,Yes,Monthly Surprise Box,No
RESP_1371,35+,Tier 3,Corporate,5,Physical Books,Escape/Relax,<15m,3,Bestseller Lists,Minimalist/Modern,1,1,0,1,Dog-ear,0,1,1,1,1,Mythology/History,4-6,2834,437,1677,No,No,5,Genuine Leather,No,Monthly Surprise Box,No
